5202	201;5;;5;0
5203	202;5;;5;0
5204	203;5;;5;0
5205	204;5;;5;0
5206	205;5;;5;0
5207	206;5;;5;0
5208	207;5;;5;0
5209	208;5;;5;0
5210	209;5;;5;0
5211	210;5;;5;0
5212	211;5;;5;0
5213	212;5;;5;0
5214	213;5;;5;0
5215	214;5;;5;0
5216	215;5;;5;0
5217	216;5;;5;0
5218	217;5;;5;0
5219	218;5;;5;0
5220	219;5;;5;0
5221	220;5;;5;0
5222	221;5;;5;0
5223	222;5;;5;0
5224	223;5;;5;0
5225	224;5;;5;0
5226	225;5;;5;0
5227	226;5;;5;0
5228	227;5;;5;0
5229	228;5;;5;0
5230	229;5;;5;0
5231	230;5;;5;0
5232	231;5;;5;0
5233	232;5;;5;0
5234	233;5;;5;0
5235	234;5;;5;0
5236	235;5;;5;0
5237	236;5;;5;0
5238	237;5;;5;0
5239	238;5;;5;0
5240	239;5;;5;0
5241	240;5;;5;0
5242	241;5;;5;0
5243	242;5;;5;0
5244	243;5;;5;0
5245	244;5;;5;0
5246	245;5;;5;0
5247	246;5;;5;0
5248	247;5;;5;0
5249	248;5;;5;0
5250	249;5;;5;0
5251	250;5;;5;0
5252	251;5;;5;0
5253	252;5;;5;0
5254	253;5;;5;0
5255	254;5;;5;0
5256	255;5;;5;0
5257	256;5;;5;0
5258	257;5;;5;0
5259	258;5;;5;0
5260	259;5;;5;0
5261	260;5;;5;0
5262	261;5;;5;0
5263	262;5;;5;0
5264	263;5;;5;0
5265	264;5;;5;0
5266	265;5;;5;0
5267	266;5;;5;0
5268	267;5;;5;0
5269	268;5;;5;0
5270	269;5;;5;0
5271	270;5;;5;0
5272	271;5;;5;0
5273	272;5;;5;0
5274	273;5;;5;0
5275	274;5;;5;0
5276	275;5;;5;0
5277	276;5;;5;0
5278	277;5;;5;0
5279	278;5;;5;0
5280	279;5;;5;0
5281	280;5;;5;0
5282	281;5;;5;0
5283	282;5;;5;0
5284	283;5;;5;0
5285	284;5;;5;0
5286	285;5;;5;0
5287	286;5;;5;0
5288	287;5;;5;0
5289	288;5;;5;0
5290	289;5;;5;0
5291	290;5;;5;0
5292	291;5;;5;0
5293	292;5;;5;0
5294	293;5;;5;0
5295	294;5;;5;0
5296	295;5;;5;0
5297	296;5;;5;0
5298	297;5;;5;0
5299	298;5;;5;0
5300	299;5;;5;0
5301	300;5;;5;0
5302	301;5;;3;2
5303	302;5;;3;2
5304	303;5;;3;2
5305	304;5;;3;2
5306	305;5;;3;2
5307	306;5;;3;2
5308	307;5;;3;2
5309	308;5;;3;2
5310	309;5;;3;2
5311	310;5;;3;2
5312	311;5;;3;2
5313	312;5;;3;2
5314	313;5;;2;3
5315	314;5;;2;3
5316	315;5;;2;3
5317	316;5;;2;3
5318	317;5;;1;4
5319	318;5;;1;4
5320	319;5;;1;4
5321	320;5;;1;4
5322	321;5;;1;4
5323	322;5;;1;4
5324	323;5;;1;4
5325	324;5;;1;4
5326	325;5;;1;4
5327	326;5;;1;4
5328	327;5;;1;4
5329	328;5;;1;4
5330	329;5;;1;4
5331	330;5;;1;4
5332	331;5;;1;4
5333	332;5;;1;4
5334	333;5;;1;4
5335	334;5;;1;4
5336	335;5;;1;4
5337	336;5;;1;4
5338	337;5;;1;4
5339	338;5;;1;4
5340	339;5;;1;4
5341	340;5;;1;4
5342	341;5;;1;4
5343	342;5;;1;4
5344	343;5;;1;4
5345	344;5;;1;4
5346	345;5;;1;4
5347	346;5;;1;4
5348	347;5;;1;4
5349	348;5;;1;4
5350	349;5;;1;4
5351	350;5;;1;4
5352	351;5;;1;4
5353	352;5;;1;4
5354	353;5;;1;4
5355	354;5;;1;4
5356	355;5;;1;4
5357	356;5;;1;4
5358	357;5;;1;4
5359	358;5;;1;4
5360	359;5;;1;4
5361	360;5;;1;4
5362	361;5;;1;4
5363	362;5;;1;4
5364	363;5;;1;4
5365	364;5;;1;4
5366	365;5;;2;3
5367	366;5;;2;3
5368	367;5;;2;3
5369	368;5;;2;3
5370	369;5;;3;2
5371	370;5;;3;2
5372	371;5;;3;2
5373	372;5;;3;2
5374	373;5;;2;3
5375	374;5;;2;3
5376	375;5;;2;3
5377	376;5;;2;3
5378	377;5;;3;2
5379	378;5;;3;2
5380	379;5;;3;2
5381	380;5;;3;2
5382	381;5;;3;2
5383	382;5;;3;2
5384	383;5;;3;2
5385	384;5;;3;2
5386	385;5;;3;2
5387	386;5;;3;2
5388	387;5;;3;2
5389	388;5;;3;2
5390	389;5;;3;2
5391	390;5;;3;2
5392	391;5;;3;2
5393	392;5;;3;2
5394	393;5;;3;2
5395	394;5;;3;2
5396	395;5;;3;2
5397	396;5;;3;2
5398	397;5;;3;2
5399	398;5;;3;2
5400	399;5;;3;2
5401	400;5;;3;2
5602	201;6;;24;0
5603	202;6;;24;0
5604	203;6;;24;0
5605	204;6;;24;0
5606	205;6;;24;0
5607	206;6;;24;0
5608	207;6;;24;0
5609	208;6;;24;0
5610	209;6;;24;0
5611	210;6;;23;1
5612	211;6;;22;2
5613	212;6;;21;3
5614	213;6;;21;3
5615	214;6;;18;6
5616	215;6;;17;7
5617	216;6;;15;9
5618	217;6;;12;12
5619	218;6;;11;13
5620	219;6;;10;14
5621	220;6;;10;14
5622	221;6;;9;15
5623	222;6;;8;16
5624	223;6;;8;16
5625	224;6;;8;16
5626	225;6;;8;16
5627	226;6;;8;16
5628	227;6;;8;16
5629	228;6;;7;17
5630	229;6;;7;17
5631	230;6;;7;17
5632	231;6;;7;17
5633	232;6;;7;17
5634	233;6;;7;17
5635	234;6;;7;17
5636	235;6;;7;17
5637	236;6;;7;17
5638	237;6;;7;17
5639	238;6;;7;17
5640	239;6;;7;17
5641	240;6;;8;16
