Longitude,Latitude,Relative Height,CPS
3735.2075,14042.0957,12.0,96
3735.2075,14042.0957,12.0,90
3735.2075,14042.0957,12.0,102
3735.2075,14042.0957,12.0,100
3735.2075,14042.0957,12.0,108
3735.2075,14042.0957,12.0,98
3735.2075,14042.0957,12.0,108
3735.2075,14042.0957,12.0,90
3735.2075,14042.0957,12.0,80
3735.2075,14042.0957,12.0,104
3735.2075,14042.0957,12.0,110
3735.2075,14042.0957,12.0,88
3735.2075,14042.0957,12.0,110
3735.2075,14042.0957,12.0,112
3735.2075,14042.0957,12.0,94
3735.2075,14042.0957,12.0,84
3735.2075,14042.0957,12.0,102
3735.2075,14042.0957,12.0,116
3735.2075,14042.0957,12.0,98
3735.2075,14042.0957,12.0,114
3735.2075,14042.0957,12.0,118
3735.2075,14042.0957,12.0,106
3735.2075,14042.0957,12.0,98
3735.2075,14042.0957,12.0,86
3735.2075,14042.0957,12.0,74
3735.2075,14042.0957,12.0,118
3735.2075,14042.0957,12.0,128
3735.2075,14042.0957,12.0,88
3735.2075,14042.0957,12.0,92
3735.2075,14042.0957,12.0,120
3735.2075,14042.0957,12.0,110
3735.2075,14042.0957,12.0,108
3735.2075,14042.0957,12.0,92
3735.2075,14042.0957,12.0,100
3735.2075,14042.0957,12.0,92
3735.2075,14042.0957,12.1,70
3735.2075,14042.0957,12.1,96
3735.2075,14042.0957,12.1,138
3735.2075,14042.0957,12.1,104
3735.2075,14042.0957,12.1,120
3735.2075,14042.0957,12.1,106
3735.2075,14042.0957,12.1,90
3735.2075,14042.0957,12.1,82
3735.2075,14042.0957,12.1,108
3735.2075,14042.0957,12.1,76
3735.2075,14042.0957,12.1,128
3735.2075,14042.0957,12.1,118
3735.2075,14042.0957,12.1,122
3735.2075,14042.0957,12.1,90
3735.2075,14042.0957,12.2,74
3735.2075,14042.0957,12.2,100
3735.2075,14042.0957,12.2,98
3735.2075,14042.0957,12.2,78
3735.2075,14042.0957,12.2,92
3735.2075,14042.0957,12.2,98
3735.2075,14042.0957,12.2,74
3735.2075,14042.0957,12.2,104
3735.2075,14042.0957,12.2,86
3735.2075,14042.0957,12.3,90
3735.2075,14042.0957,12.3,94
3735.2075,14042.0957,12.4,92
3735.2075,14042.0957,12.4,74
3735.2075,14042.0957,12.4,86
3735.2075,14042.0957,12.4,86
3735.2075,14042.0957,12.4,84
3735.2075,14042.0957,12.4,96
3735.2075,14042.0957,12.4,98
3735.2075,14042.0957,12.4,80
3735.208,14042.0957,5.0,196
3735.208,14042.0957,5.7,184
3735.208,14042.0957,6.5,190
3735.208,14042.0957,6.5,192
3735.208,14042.0957,6.6,148
3735.208,14042.0957,6.8,144
3735.208,14042.0957,10.8,112
3735.208,14042.0957,10.8,92
3735.208,14042.0957,10.8,82
3735.208,14042.0957,10.9,70
3735.208,14042.0957,10.9,80
3735.208,14042.0957,10.9,110
3735.208,14042.0957,10.9,116
3735.208,14042.0957,10.9,108
3735.208,14042.0957,10.9,96
3735.208,14042.0957,10.9,74
3735.208,14042.0957,10.9,92
3735.208,14042.0957,10.9,98
3735.208,14042.0957,10.9,66
3735.208,14042.0957,10.9,106
3735.208,14042.0957,10.9,90
3735.208,14042.0957,11.1,120
3735.208,14042.0957,11.1,104
3735.208,14042.0957,11.1,86
3735.208,14042.0957,11.1,98
3735.208,14042.0957,11.1,108
3735.208,14042.0957,11.1,92
3735.208,14042.0957,11.1,86
3735.208,14042.0957,11.1,88
3735.208,14042.0957,11.1,74
3735.208,14042.0957,11.1,122
3735.208,14042.0957,11.1,106
3735.208,14042.0957,11.1,112
3735.208,14042.0957,11.1,106
3735.208,14042.0957,11.1,120
3735.208,14042.0957,11.1,80
3735.208,14042.0957,11.1,80
3735.208,14042.0957,11.1,106
3735.208,14042.0957,11.2,92
3735.208,14042.0957,11.2,90
3735.208,14042.0957,11.2,98
3735.208,14042.0957,11.2,88
3735.208,14042.0957,11.2,94
3735.208,14042.0957,11.2,116
3735.208,14042.0957,11.2,100
3735.208,14042.0957,11.2,98
3735.208,14042.0957,11.2,102
3735.208,14042.0957,11.2,84
3735.208,14042.0957,11.2,106
3735.208,14042.0957,11.2,106
3735.208,14042.0957,11.2,90
3735.208,14042.0957,11.2,88
3735.208,14042.0957,11.3,112
3735.208,14042.0957,11.3,100
3735.208,14042.0957,11.3,90
3735.208,14042.0957,11.3,106
3735.208,14042.0957,11.3,104
3735.208,14042.0957,11.3,84
3735.208,14042.0957,11.3,118
3735.208,14042.0957,11.3,106
3735.208,14042.0957,11.3,100
3735.208,14042.0957,11.3,60
3735.208,14042.0957,11.6,158
3735.208,14042.0957,11.7,82
3735.208,14042.0957,11.7,82
3735.208,14042.0957,11.7,98
3735.208,14042.0957,11.7,110
3735.208,14042.0957,11.7,78
3735.208,14042.0957,11.8,96
3735.208,14042.0957,11.8,64
3735.208,14042.0957,11.8,90
3735.208,14042.0957,11.8,116
3735.208,14042.0957,11.8,98
3735.208,14042.0957,11.8,100
3735.208,14042.0957,11.8,80
3735.208,14042.0957,11.8,66
3735.208,14042.0957,11.8,76
3735.208,14042.0957,11.8,64
3735.208,14042.0957,11.8,88
3735.208,14042.0957,11.8,92
3735.208,14042.0957,11.8,104
3735.208,14042.0957,11.8,92
3735.208,14042.0957,11.8,84
3735.208,14042.0957,11.8,92
3735.208,14042.0957,11.8,96
3735.208,14042.0957,11.8,86
3735.208,14042.0957,11.8,100
3735.208,14042.0957,11.9,150
3735.208,14042.0957,12.1,98
3735.208,14042.0957,12.1,84
3735.208,14042.0957,12.1,62
3735.208,14042.0957,12.1,72
3735.208,14042.0957,12.1,88
3735.208,14042.0957,12.1,78
3735.208,14042.0957,12.1,86
3735.208,14042.0957,12.1,70
3735.208,14042.0957,12.1,80
3735.208,14042.0957,12.1,118
3735.208,14042.0957,12.1,94
3735.208,14042.0957,12.1,108
3735.208,14042.0957,12.1,84
3735.208,14042.0957,12.1,88
3735.208,14042.0957,12.1,80
3735.208,14042.0957,12.1,78
3735.208,14042.0957,12.1,72
3735.208,14042.0957,12.1,92
3735.208,14042.0957,12.1,82
3735.208,14042.0957,12.1,70
3735.208,14042.0957,12.1,76
3735.208,14042.0957,12.1,72
3735.208,14042.0957,12.1,84
3735.208,14042.0957,12.1,76
3735.208,14042.0957,12.2,100
3735.208,14042.0957,12.2,74
3735.208,14042.0957,12.2,92
3735.208,14042.0957,12.2,78
3735.208,14042.0957,12.2,66
3735.208,14042.0957,12.2,56
3735.208,14042.0957,12.2,104
3735.208,14042.0957,12.2,74
3735.208,14042.0957,12.2,100
3735.208,14042.0957,12.2,88
3735.208,14042.0957,12.2,86
3735.208,14042.0957,12.2,88
3735.208,14042.0957,12.2,94
3735.208,14042.0957,12.2,106
3735.208,14042.0957,12.2,94
3735.208,14042.0957,12.2,108
3735.208,14042.0957,12.2,104
3735.208,14042.0957,12.2,102
3735.208,14042.0957,12.2,90
3735.208,14042.0957,12.2,100
3735.208,14042.0957,12.2,112
3735.208,14042.0957,12.2,110
3735.208,14042.0957,12.2,74
3735.208,14042.0957,12.2,90
3735.208,14042.0957,12.2,92
3735.208,14042.0957,12.2,64
3735.208,14042.0957,12.2,116
3735.208,14042.0957,12.2,72
3735.208,14042.0957,12.2,124
3735.208,14042.0957,12.2,98
3735.208,14042.0957,12.2,82
3735.208,14042.0957,12.2,90
3735.208,14042.0957,12.2,108
3735.208,14042.0957,12.2,110
3735.208,14042.0957,12.2,74
3735.208,14042.0957,12.2,72
3735.208,14042.0957,12.2,100
3735.208,14042.0957,12.2,100
3735.208,14042.0957,12.2,80
3735.208,14042.0957,12.2,92
3735.208,14042.0957,12.2,68
3735.208,14042.0957,12.2,90
3735.208,14042.0957,12.2,94
3735.208,14042.0957,12.2,108
3735.208,14042.0957,12.2,84
3735.208,14042.0957,12.2,56
3735.208,14042.0957,12.2,90
3735.208,14042.0957,12.2,68
3735.208,14042.0957,12.2,88
3735.208,14042.0957,12.2,90
3735.208,14042.0957,12.3,110
3735.208,14042.0957,12.3,116
3735.208,14042.0957,12.3,116
3735.208,14042.0957,12.3,96
3735.208,14042.0957,12.3,88
3735.208,14042.0957,12.3,90
3735.208,14042.0957,12.3,78
3735.208,14042.0957,12.3,76
3735.208,14042.0957,12.3,124
3735.208,14042.0957,12.3,98
3735.208,14042.0957,12.3,78
3735.208,14042.0957,12.4,98
3735.208,14042.0957,12.4,96
3735.208,14042.0957,12.4,84
3735.208,14042.0957,12.4,94
3735.208,14042.0957,12.4,74
3735.208,14042.0957,12.4,70
3735.208,14042.0957,12.4,108
3735.208,14042.0957,12.4,98
3735.208,14042.0957,12.4,110
3735.208,14042.0957,12.4,90
3735.208,14042.0957,12.4,94
3735.208,14042.0957,12.4,80
3735.208,14042.0957,12.4,92
3735.208,14042.0957,12.4,104
3735.208,14042.0957,12.4,100
3735.208,14042.0957,12.4,114
3735.208,14042.0957,12.4,100
3735.208,14042.0957,12.4,102
3735.208,14042.0957,12.4,62
3735.208,14042.0957,12.4,70
3735.208,14042.0957,12.4,80
3735.208,14042.0957,12.4,94
3735.208,14042.0957,12.4,132
3735.208,14042.0957,12.4,104
3735.2082,14042.0957,9.8,112
3735.2082,14042.0957,9.8,140
3735.2087,14042.0957,5.5,178
3735.2087,14042.0957,5.8,168
3735.2087,14042.0957,5.8,174
3735.2087,14042.0957,9.9,146
3735.2087,14042.0957,10.9,194
3735.2089,14042.0957,6.6,172
3735.2089,14042.0957,6.6,196
3735.2094,14042.0957,4.8,158
3735.2094,14042.0957,5.1,232
3735.2094,14042.0957,6.8,148
3735.2094,14042.0957,6.8,168
3735.2106,14042.0957,11.9,110
3735.2106,14042.0957,11.9,116
3735.2106,14042.0957,11.9,86
3735.2106,14042.0957,11.9,94
3735.2106,14042.0957,11.9,118
3735.2106,14042.0957,11.9,98
3735.2111,14042.0957,11.4,126
3735.2111,14042.0957,11.4,122
3735.2111,14042.0957,11.4,112
3735.2111,14042.0957,11.4,94
3735.2111,14042.0957,11.4,102
3735.2111,14042.0957,11.4,102
3735.2111,14042.0957,11.4,106
3735.2111,14042.0957,11.8,94
3735.2111,14042.0957,11.8,98
3735.2111,14042.0957,11.8,90
3735.2111,14042.0957,11.8,122
3735.2111,14042.0957,11.8,118
3735.2111,14042.0957,11.8,92
3735.2111,14042.0957,11.8,122
3735.2111,14042.0957,11.8,94
3735.2111,14042.0957,11.8,84
3735.2111,14042.0957,11.8,122
3735.2111,14042.0957,11.8,80
3735.2111,14042.0957,11.8,76
3735.2111,14042.0957,11.8,90
3735.2111,14042.0957,11.8,86
3735.2111,14042.0957,11.8,92
3735.2111,14042.0957,11.8,96
3735.2111,14042.0957,11.8,104
3735.2111,14042.0957,11.8,82
3735.2111,14042.0957,11.8,110
3735.2111,14042.0957,11.8,114
3735.2111,14042.0957,11.8,82
3735.2111,14042.0957,11.8,94
3735.2111,14042.0957,11.8,102
3735.2111,14042.0957,11.8,84
3735.2111,14042.0957,11.8,94
3735.2111,14042.0957,11.8,116
3735.2111,14042.0957,11.8,94
3735.2111,14042.0957,11.8,112
3735.2111,14042.0957,11.9,94
3735.2111,14042.0957,11.9,94
3735.2111,14042.0957,11.9,86
3735.2111,14042.0957,11.9,96
3735.2111,14042.0957,11.9,112
3735.2111,14042.0957,11.9,92
3735.2111,14042.0957,11.9,66
3735.2111,14042.0957,12.1,72
3735.2111,14042.0957,12.1,112
3735.2111,14042.0957,12.1,78
3735.2111,14042.0957,12.1,116
3735.2111,14042.0957,12.1,92
3735.2111,14042.0957,12.1,110
3735.2114,14042.0957,10.0,114
3735.2114,14042.0957,10.0,120
3735.2114,14042.0957,11.9,82
3735.2114,14042.0957,11.9,80
3735.2114,14042.0957,11.9,100
3735.2114,14042.0957,11.9,90
3735.2114,14042.0957,12.0,112
3735.2114,14042.0957,12.0,70
3735.2119,14042.0957,11.9,104
3735.2119,14042.0957,11.9,104
3735.2119,14042.0957,11.9,88
3735.2119,14042.0957,11.9,88
3735.2119,14042.0957,11.9,86
3735.2119,14042.0957,12.0,66
3735.2119,14042.0957,12.0,90
3735.2119,14042.0957,12.0,88
3735.2119,14042.0957,12.0,122
3735.2119,14042.0957,12.0,112
3735.2124,14042.0957,12.0,68
3735.2124,14042.0957,12.0,104
3735.2124,14042.0957,12.0,108
3735.2124,14042.0957,12.0,120
3735.2124,14042.0957,12.0,98
3735.2124,14042.0957,12.0,110
3735.2124,14042.0957,12.0,92
3735.2124,14042.0957,12.0,98
3735.2124,14042.0957,12.0,80
3735.2124,14042.0957,12.0,98
3735.2124,14042.0957,12.0,104
3735.2124,14042.0957,12.0,102
3735.2143,14042.0957,3.7,158
3735.2145,14042.0957,3.7,122
3735.2145,14042.0957,4.0,148
3735.215,14042.0957,4.7,136
3735.215,14042.0957,5.2,170
3735.215,14042.0957,19.3,100
3735.215,14042.0957,19.4,98
3735.2158,14042.0957,18.2,94
3735.2158,14042.0957,18.3,104
3735.2158,14042.0957,18.3,94
3735.2158,14042.0957,18.3,100
3735.2158,14042.0957,18.5,104
3735.2158,14042.0957,19.0,82
3735.2163,14042.0957,18.3,102
3735.2167,14042.0957,14.4,82
3735.2167,14042.0957,14.4,68
3735.217,14042.0957,14.2,130
3735.217,14042.0957,14.4,72
3735.2175,14042.0957,14.4,74
3735.2175,14042.0957,14.4,88
3735.218,14042.0957,7.2,186
3735.218,14042.0957,7.5,216
3735.218,14042.0957,7.6,136
3735.218,14042.0957,7.6,150
3735.218,14042.0957,14.2,98
3735.218,14042.0957,14.5,76
3735.2182,14042.0957,14.4,100
3735.2182,14042.0957,14.4,102
3735.2375,14042.0957,28.2,100
3735.2375,14042.0957,28.3,106
3735.2375,14042.0957,28.3,96
3735.2375,14042.0957,28.3,84
3735.2375,14042.0957,28.3,100
3735.2375,14042.0957,28.3,86
3735.2375,14042.0957,28.3,74
3735.2375,14042.0957,28.3,82
3735.2375,14042.0957,28.3,80
3735.2375,14042.0957,28.3,102
3735.2375,14042.0957,28.3,110
3735.2375,14042.0957,28.3,140
3735.2375,14042.0957,28.3,74
3735.2375,14042.0957,28.3,90
3735.2375,14042.0957,28.5,86
3735.2375,14042.0957,28.5,118
3735.2375,14042.0957,28.5,90
3735.2375,14042.0957,28.5,112
3735.2375,14042.0957,28.5,96
3735.2375,14042.0957,28.5,78
3735.2377,14042.0957,28.2,78
3735.2377,14042.0957,28.2,108
3735.2377,14042.0957,28.2,78
3735.2377,14042.0957,28.2,124
3735.2377,14042.0957,28.2,106
3735.2377,14042.0957,28.2,82
3735.2377,14042.0957,28.2,106
3735.2377,14042.0957,28.2,102
3735.2377,14042.0957,28.2,102
3735.2377,14042.0957,28.2,98
3735.2377,14042.0957,28.2,84
3735.2377,14042.0957,28.2,102
3735.2377,14042.0957,28.2,110
3735.2377,14042.0957,28.2,120
3735.2377,14042.0957,28.2,88
3735.2377,14042.0957,28.2,96
3735.2377,14042.0957,28.2,124
3735.2377,14042.0957,28.2,66
3735.2377,14042.0957,28.2,72
3735.2377,14042.0957,28.3,86
3735.2377,14042.0957,28.3,106
3735.2377,14042.0957,28.3,114
3735.2377,14042.0957,28.3,70
3735.2377,14042.0957,28.3,96
3735.2377,14042.0957,28.3,100
3735.2377,14042.0957,28.3,94
3735.2377,14042.0957,28.3,86
3735.2377,14042.0957,28.3,106
3735.2377,14042.0957,28.3,96
3735.2377,14042.0957,28.3,104
3735.2377,14042.0957,28.3,86
3735.2377,14042.0957,28.3,108
3735.2377,14042.0957,28.3,116
3735.2377,14042.0957,28.3,96
3735.2377,14042.0957,28.3,112
3735.2377,14042.0957,28.3,100
3735.2377,14042.0957,28.3,86
3735.2377,14042.0957,28.5,86
3735.2377,14042.0957,28.5,106
3735.2377,14042.0957,28.5,88
3735.2377,14042.0957,28.5,122
3735.2382,14042.0957,28.2,80
3735.2382,14042.0957,28.2,100
3735.2382,14042.0957,28.2,96
3735.2382,14042.0957,28.2,94
3735.2382,14042.0957,28.2,120
3735.2382,14042.0957,28.2,92
3735.2382,14042.0957,28.2,84
3735.2382,14042.0957,28.2,96
3735.2382,14042.0957,28.2,114
3735.2382,14042.0957,28.2,94
3735.2382,14042.0957,28.2,122
3735.2382,14042.0957,28.2,110
3735.2382,14042.0957,28.3,100
3735.2382,14042.0957,28.3,120
3735.2382,14042.0957,28.3,108
3735.2382,14042.0957,28.3,108
3735.2382,14042.0957,28.3,72
3735.2382,14042.0957,28.3,90
3735.2382,14042.0957,28.3,118
3735.2382,14042.0957,28.3,78
3735.2382,14042.0957,28.3,102
3735.2382,14042.0957,28.3,118
3735.2382,14042.0957,28.3,102
3735.2382,14042.0957,28.3,88
3735.2382,14042.0957,28.3,88
3735.2382,14042.0957,28.3,74
3735.2382,14042.0957,28.4,98
3735.2382,14042.0957,28.4,98
3735.2382,14042.0957,28.5,98
3735.2382,14042.0957,28.6,98
3735.2387,14042.0957,28.3,102
3735.2387,14042.0957,28.3,110
3735.2387,14042.0957,28.3,80
3735.2387,14042.0957,28.3,116
3735.2387,14042.0957,28.3,102
3735.2387,14042.0957,28.3,104
3735.2387,14042.0957,28.3,104
3735.2387,14042.0957,28.3,96
3735.2387,14042.0957,28.3,98
3735.2387,14042.0957,28.3,88
3735.239,14042.0957,28.3,134
3735.239,14042.0957,28.3,100
3735.239,14042.0957,28.3,100
3735.239,14042.0957,28.3,106
3735.239,14042.0957,28.3,106
3735.239,14042.0957,28.3,88
3735.239,14042.0957,28.5,78
3735.239,14042.0957,28.7,106
3735.239,14042.0957,28.7,88
3735.239,14042.0957,28.7,114
3735.239,14042.0957,28.8,92
3735.2395,14042.0957,28.7,132
3735.2395,14042.0957,28.7,94
3735.2395,14042.0957,28.7,136
3735.2395,14042.0957,28.8,88
3735.2399,14042.0957,11.4,114
3735.2399,14042.0957,11.4,178
3735.2399,14042.0957,22.3,82
3735.2399,14042.0957,22.3,104
3735.2399,14042.0957,28.7,104
3735.2399,14042.0957,28.7,84
3735.2399,14042.0957,28.7,136
3735.2399,14042.0957,28.7,120
3735.2399,14042.0957,28.7,106
3735.2399,14042.0957,28.7,112
3735.2399,14042.0957,28.7,88
3735.2399,14042.0957,28.7,122
3735.2399,14042.0957,28.7,110
3735.2399,14042.0957,28.8,96
3735.2399,14042.0957,28.8,102
3735.2402,14042.0957,11.1,154
3735.2402,14042.0957,11.1,126
3735.2402,14042.0957,11.2,164
3735.2402,14042.0957,11.2,156
3735.2402,14042.0957,22.6,118
3735.2402,14042.0957,22.8,108
3735.2402,14042.0957,22.8,108
3735.2402,14042.0957,22.9,94
3735.2407,14042.0957,11.7,142
3735.2407,14042.0957,11.9,138
3735.2407,14042.0957,22.6,150
3735.2407,14042.0957,22.8,108
3735.2407,14042.0957,22.8,100
3735.2407,14042.0957,22.8,122
3735.2412,14042.0957,12.0,154
3735.2412,14042.0957,12.4,156
3735.2412,14042.0957,22.8,138
3735.2412,14042.0957,22.8,124
3735.2412,14042.0957,22.8,120
3735.2412,14042.0957,22.8,116
3735.2412,14042.0957,22.9,136
3735.2412,14042.0957,22.9,130
3735.2414,14042.0957,12.4,132
3735.2414,14042.0957,14.4,156
3735.2414,14042.0957,22.6,92
3735.2414,14042.0957,22.8,94
3735.2419,14042.0957,13.9,148
3735.2419,14042.0957,15.2,144
3735.2419,14042.0957,22.8,86
3735.2421,14042.0957,11.2,94
3735.2421,14042.0957,11.2,192
3735.2421,14042.0957,11.3,156
3735.2421,14042.0957,11.5,150
3735.2421,14042.0957,12.5,130
3735.2421,14042.0957,14.1,140
3735.2421,14042.0957,14.4,134
3735.2421,14042.0957,14.4,136
3735.2421,14042.0957,14.7,152
3735.2421,14042.0957,14.7,142
3735.2421,14042.0957,22.6,98
3735.2421,14042.0957,22.8,116
3735.2426,14042.0957,10.8,154
3735.2426,14042.0957,11.0,134
3735.2426,14042.0957,11.7,162
3735.2426,14042.0957,15.0,156
3735.2426,14042.0957,15.6,116
3735.2431,14042.0957,13.3,184
3735.2431,14042.0957,14.1,132
3735.2434,14042.0957,11.1,134
3735.2434,14042.0957,12.4,124
3735.2434,14042.0957,13.8,150
3735.2434,14042.0957,14.1,130
3735.2434,14042.0957,15.6,120
3735.2434,14042.0957,22.7,148
3735.2434,14042.0957,23.1,112
3735.2438,14042.0957,12.0,198
3735.2438,14042.0957,13.8,136
3735.2438,14042.0957,13.8,134
3735.2438,14042.0957,13.9,122
3735.2438,14042.0957,14.1,128
3735.2438,14042.0957,14.1,134
3735.2438,14042.0957,15.3,182
3735.2446,14042.0957,11.4,110
3735.2446,14042.0957,11.4,164
3735.2446,14042.0957,11.5,168
3735.2446,14042.0957,11.7,130
3735.2456,14042.0957,25.7,132
3735.2456,14042.0957,25.8,140
3735.2456,14042.0957,25.8,126
3735.2456,14042.0957,25.8,118
3735.2456,14042.0957,25.8,136
3735.2456,14042.0957,25.8,142
3735.2456,14042.0957,25.8,140
3735.2456,14042.0957,25.8,158
3735.2456,14042.0957,25.8,132
3735.2456,14042.0957,25.8,124
3735.2456,14042.0957,25.8,116
3735.2456,14042.0957,25.8,132
3735.2456,14042.0957,25.8,116
3735.2456,14042.0957,25.8,158
3735.2456,14042.0957,25.8,134
3735.2456,14042.0957,25.8,162
3735.2456,14042.0957,25.8,152
3735.2456,14042.0957,25.8,136
3735.2456,14042.0957,25.8,140
3735.2456,14042.0957,25.8,112
3735.2456,14042.0957,25.8,160
3735.2456,14042.0957,25.9,154
3735.2456,14042.0957,25.9,124
3735.2456,14042.0957,25.9,120
3735.2456,14042.0957,25.9,120
3735.2456,14042.0957,25.9,144
3735.2456,14042.0957,25.9,140
3735.2456,14042.0957,25.9,146
3735.2456,14042.0957,25.9,128
3735.2456,14042.0957,25.9,134
3735.2456,14042.0957,25.9,132
3735.2456,14042.0957,25.9,156
3735.2456,14042.0957,25.9,126
3735.2456,14042.0957,25.9,132
3735.2456,14042.0957,25.9,144
3735.2456,14042.0957,25.9,130
3735.2456,14042.0957,25.9,160
3735.2456,14042.0957,25.9,132
3735.2456,14042.0957,25.9,158
3735.2456,14042.0957,25.9,144
3735.2456,14042.0957,25.9,144
3735.2456,14042.0957,25.9,148
3735.2456,14042.0957,25.9,132
3735.2456,14042.0957,25.9,126
3735.2456,14042.0957,25.9,128
3735.2456,14042.0957,25.9,154
3735.2456,14042.0957,25.9,130
3735.2456,14042.0957,25.9,130
3735.2456,14042.0957,25.9,148
3735.2456,14042.0957,25.9,148
3735.2456,14042.0957,25.9,116
3735.2456,14042.0957,25.9,154
3735.2456,14042.0957,25.9,146
3735.2456,14042.0957,25.9,138
3735.2456,14042.0957,25.9,132
3735.2456,14042.0957,25.9,142
3735.2456,14042.0957,25.9,144
3735.2456,14042.0957,25.9,136
3735.2456,14042.0957,25.9,138
3735.2456,14042.0957,27.0,124
3735.2456,14042.0957,27.0,118
3735.2456,14042.0957,27.0,122
3735.2456,14042.0957,27.1,120
3735.2456,14042.0957,27.1,154
3735.2456,14042.0957,27.1,122
3735.2458,14042.0957,23.1,122
3735.2458,14042.0957,23.1,142
3735.2458,14042.0957,23.2,108
3735.2458,14042.0957,23.2,130
3735.2458,14042.0957,23.2,144
3735.2458,14042.0957,26.8,120
3735.2458,14042.0957,26.8,122
3735.2458,14042.0957,26.8,112
3735.2458,14042.0957,26.8,146
3735.2458,14042.0957,26.8,126
3735.2458,14042.0957,26.8,126
3735.2458,14042.0957,26.8,138
3735.2458,14042.0957,26.9,152
3735.2458,14042.0957,26.9,148
3735.2458,14042.0957,26.9,164
3735.2458,14042.0957,26.9,130
3735.2458,14042.0957,26.9,140
3735.2458,14042.0957,26.9,144
3735.2458,14042.0957,26.9,128
3735.2458,14042.0957,26.9,142
3735.2458,14042.0957,26.9,150
3735.2458,14042.0957,26.9,118
3735.2458,14042.0957,26.9,136
3735.2458,14042.0957,26.9,152
3735.2458,14042.0957,26.9,134
3735.2458,14042.0957,26.9,144
3735.2458,14042.0957,26.9,116
3735.2458,14042.0957,26.9,128
3735.2458,14042.0957,26.9,142
3735.2458,14042.0957,26.9,104
3735.2458,14042.0957,26.9,114
3735.2458,14042.0957,26.9,114
3735.2458,14042.0957,26.9,132
3735.2458,14042.0957,26.9,130
3735.2458,14042.0957,27.0,146
3735.2458,14042.0957,27.0,112
3735.2458,14042.0957,27.0,134
3735.2458,14042.0957,27.0,138
3735.2458,14042.0957,27.0,154
3735.2458,14042.0957,27.0,154
3735.2458,14042.0957,27.0,122
3735.2458,14042.0957,27.0,124
3735.2458,14042.0957,27.0,156
3735.2458,14042.0957,27.0,134
3735.2458,14042.0957,27.0,114
3735.2458,14042.0957,27.0,138
3735.2458,14042.0957,27.0,132
3735.2458,14042.0957,27.0,132
3735.2458,14042.0957,27.1,114
3735.2458,14042.0957,27.1,120
3735.2458,14042.0957,27.1,122
3735.2458,14042.0957,27.1,154
3735.2458,14042.0957,27.1,132
3735.2458,14042.0957,27.1,116
3735.2458,14042.0957,27.1,144
3735.2458,14042.0957,27.1,138
3735.2463,14042.0957,11.7,148
3735.2463,14042.0957,11.9,132
3735.2463,14042.0957,23.1,140
3735.2463,14042.0957,23.1,124
3735.2463,14042.0957,23.1,118
3735.2463,14042.0957,23.1,116
3735.2463,14042.0957,23.1,136
3735.2463,14042.0957,23.2,110
3735.2463,14042.0957,23.2,136
3735.2463,14042.0957,23.2,108
3735.2463,14042.0957,23.2,112
3735.2463,14042.0957,23.2,106
3735.2463,14042.0957,25.9,120
3735.2463,14042.0957,25.9,120
3735.2463,14042.0957,25.9,152
3735.2463,14042.0957,25.9,156
3735.2463,14042.0957,25.9,116
3735.2463,14042.0957,25.9,132
3735.2463,14042.0957,25.9,144
3735.2463,14042.0957,25.9,124
3735.2468,14042.0957,12.9,200
3735.2468,14042.0957,13.4,200
3735.2468,14042.0957,25.8,114
3735.2468,14042.0957,25.9,134
3735.247,14042.0957,10.7,194
3735.247,14042.0957,10.9,160
3735.247,14042.0957,11.7,140
3735.247,14042.0957,12.2,136
3735.247,14042.0957,21.3,90
3735.247,14042.0957,21.3,74
3735.247,14042.0957,21.4,86
3735.247,14042.0957,21.4,106
3735.2475,14042.0957,9.0,168
3735.2475,14042.0957,9.3,156
3735.2475,14042.0957,9.8,164
3735.2475,14042.0957,10.3,218
3735.1416,14042.0937,11.9,160
3735.1416,14042.0937,12.1,214
3735.1416,14042.0937,12.9,170
3735.1416,14042.0937,12.9,212
3735.1416,14042.0937,12.9,180
3735.1416,14042.0937,12.9,172
3735.1455,14042.0937,12.5,108
3735.1455,14042.0937,12.5,96
3735.1462,14042.0937,12.5,126
3735.1462,14042.0937,12.5,112
3735.1467,14042.0937,12.3,110
3735.1467,14042.0937,12.3,102
3735.1472,14042.0937,7.2,62
3735.1472,14042.0937,6.5,98
3735.1472,14042.0937,7.4,62
3735.1472,14042.0937,7.3,82
3735.1472,14042.0937,6.6,72
3735.1472,14042.0937,7.3,74
3735.1472,14042.0937,7.4,80
3735.1472,14042.0937,8.7,74
3735.1472,14042.0937,7.6,80
3735.1472,14042.0937,8.4,80
3735.1472,14042.0937,7.7,74
3735.1474,14042.0937,6.6,70
3735.1474,14042.0937,6.3,58
3735.1474,14042.0937,7.6,64
3735.1474,14042.0937,7.5,50
3735.1474,14042.0937,6.7,88
3735.1474,14042.0937,6.4,90
3735.1474,14042.0937,7.7,70
3735.1474,14042.0937,7.3,62
3735.1474,14042.0937,6.6,46
3735.1474,14042.0937,7.5,64
3735.1474,14042.0937,7.3,60
3735.1474,14042.0937,8.6,60
3735.1474,14042.0937,8.2,72
3735.1474,14042.0937,7.5,48
3735.1474,14042.0937,8.3,66
3735.1474,14042.0937,7.6,74
3735.1474,14042.0937,8.5,80
3735.1474,14042.0937,7.7,74
3735.1479,14042.0937,5.0,70
3735.1479,14042.0937,4.3,64
3735.1479,14042.0937,5.2,52
3735.1479,14042.0937,4.4,58
